file_name,Start,A,B,X,Y,Z,DPadUp,DPadDown,DPadLeft,DPadRight,L,R,LPressure,RPressure,XAxis,YAxis,CXAxis,CYAxis
frame21_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame22_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame23_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame24_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame25_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame26_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame27_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame28_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame29_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame30_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame31_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame32_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame33_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame34_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame35_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame36_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame37_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame38_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame39_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame40_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame41_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame42_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame43_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame44_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame45_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame46_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame47_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame48_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame49_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame50_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame51_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame52_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame53_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame54_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame55_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame56_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame57_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame58_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame59_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame60_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame61_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame62_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame63_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame64_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame65_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame66_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame67_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame68_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame69_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame70_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame71_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame72_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame73_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame74_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame75_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame76_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame77_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame78_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame79_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame80_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame81_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame82_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame83_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame84_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame85_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame86_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame87_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame88_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame89_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame90_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame91_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame92_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame93_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame94_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame95_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame96_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame97_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame98_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame99_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame100_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame101_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame102_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame103_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame104_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame105_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame106_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame107_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame108_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame109_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame110_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame111_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame112_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame113_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame114_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame115_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame116_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame117_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame118_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame119_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame120_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame121_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame122_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame123_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame124_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame125_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame126_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame127_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame128_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame129_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame130_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame131_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame132_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame133_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame134_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame135_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame136_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame137_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame138_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame139_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame140_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame141_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame142_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame143_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame144_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame145_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame146_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame147_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame148_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame149_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame150_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame151_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame152_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame153_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame154_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame155_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame156_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame157_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame158_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame159_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame160_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame161_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame162_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame163_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame164_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame165_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame166_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame167_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame168_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame169_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame170_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame171_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame172_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame173_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame174_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame175_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame176_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame177_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame178_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame179_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame180_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame181_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame182_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame183_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame184_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame185_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame186_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame187_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame188_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame189_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame190_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame191_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame192_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame193_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame194_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame195_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame196_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame197_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame198_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame199_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame200_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame201_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame202_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame203_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame204_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame205_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame206_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame207_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame208_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame209_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame210_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame211_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame212_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame213_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame214_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame215_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame216_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame217_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame218_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame219_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame220_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame221_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
frame222_fileGALE01_2023-10-02_15-51-03_0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,126,129,128,128
